PROVIDER$CODE_;PROVIDERPRICEDVALUECODE_;PRICEDATE;NAV_;CLOSE_;Nom
SIXTELEKURS;MA0000040271;26/04/2024;200754.19;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;26/04/2024;229.47;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;26/04/2024;164.01;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000036659;22/05/2024;1517.39;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000036048;16/04/2024;218.03;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;16/04/2024;657.98;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;16/04/2024;1513.45;;FCP ATTIJARI LIQUIDITE
SDG;MA0000040180;14/03/2024;196.33;196.33;FCP OBLIDYNAMIC
SDG;MA0000040271;14/03/2024;200048.33;200048.33;FCP CAP MONETAIRE PREMIERE
SDG;MA0000036659;14/03/2024;1510.06;1510.06;FCP ATTIJARI LIQUIDITE
SDG;MA0000030553;14/03/2024;5378.97;5378.97;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;25/03/2024;196.5;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;25/03/2024;200217.07;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;25/03/2024;228.96;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;25/03/2024;163.62;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000041139;26/04/2024;1510.76;;FCP ATTIJARI GOLD
SIXTELEKURS;MA0000041477;26/04/2024;928.99;;FCP ATTIJARI DIVIDEND FUND
SIXTELEKURS;MA0000030553;04/03/2024;5374.79;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;17/04/2024;196.86;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;17/04/2024;200595.04;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;17/04/2024;229.33;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;17/04/2024;163.87;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000040180;22/05/2024;197.52;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;22/05/2024;201239.75;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;22/05/2024;229.88;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;22/05/2024;164.4;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000036659;04/03/2024;1508.94;;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;11/03/2024;1509.74;1509.74;FCP ATTIJARI LIQUIDITE
SDG;MA0000040271;11/03/2024;199999.42;199999.42;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;11/03/2024;196.28;196.28;FCP OBLIDYNAMIC
SDG;MA0000040180;09/04/2024;196.76;196.76;FCP OBLIDYNAMIC
SDG;MA0000040180;29/04/2024;197.06;197.06;FCP OBLIDYNAMIC
SDG;MA0000040271;29/04/2024;200797.18;200797.18;FCP CAP MONETAIRE PREMIERE
SDG;MA0000030553;29/04/2024;5396.79;5396.79;SICAV ATTIJARI TRESORERIE
SDG;MA0000040271;04/03/2024;199871.6;199871.6;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;04/03/2024;196.15;196.15;FCP OBLIDYNAMIC
SDG;MA0000040271;09/04/2024;200474.84;200474.84;FCP CAP MONETAIRE PREMIERE
SDG;MA0000030553;09/04/2024;5389.04;5389.04;SICAV ATTIJARI TRESORERIE
SDG;MA0000036659;09/04/2024;1512.66;1512.66;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000030553;18/04/2024;5392.28;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000030520;10/05/2024;599.54;;SICAV ATTIJARI DIVERSIFIE
SIXTELEKURS;MA0000030553;10/05/2024;5402.64;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000030645;10/05/2024;89.4;;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000030553;24/04/2024;5395.06;;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;23/05/2024;5406.93;5406.93;SICAV ATTIJARI TRESORERIE
SDG;MA0000040180;23/05/2024;197.54;197.54;FCP OBLIDYNAMIC
SDG;MA0000040271;23/05/2024;201227.91;201227.91;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000036048;23/05/2024;218.72;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;23/05/2024;660.06;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000030520;01/03/2024;593.68;;SICAV ATTIJARI DIVERSIFIE
SIXTELEKURS;MA0000030553;01/03/2024;5373.46;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000030645;01/03/2024;88.2;;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000030553;04/04/2024;5386.98;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000030553;30/04/2024;5397.2;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;24/04/2024;196.98;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;24/04/2024;200735.03;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;24/04/2024;229.44;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;24/04/2024;163.98;;FCP WG OBLIGATIONS
SDG;MA0000030553;01/04/2024;5385.76;5385.76;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;16/04/2024;196.85;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;16/04/2024;200583.47;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;16/04/2024;229.31;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;16/04/2024;163.84;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000036048;04/04/2024;217.84;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;04/04/2024;657.13;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;04/04/2024;1512.09;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040180;18/04/2024;196.87;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;18/04/2024;200611.27;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;18/04/2024;229.34;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000040388;18/04/2024;163.86;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000036048;10/05/2024;218.52;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;10/05/2024;669.19;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;10/05/2024;1516.0;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000036048;30/04/2024;218.26;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;30/04/2024;659.73;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;30/04/2024;1515.01;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040180;23/05/2024;197.54;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;23/05/2024;201227.91;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;23/05/2024;229.89;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;01/03/2024;217.26;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;01/03/2024;658.63;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;01/03/2024;1508.59;;FCP ATTIJARI LIQUIDITE
SDG;MA0000040271;01/04/2024;200335.21;200335.21;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;01/04/2024;196.61;196.61;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000030553;02/04/2024;5386.16;;SICAV ATTIJARI TRESORERIE
SDG;MA0000040271;07/03/2024;199931.96;199931.96;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;07/03/2024;196.22;196.22;FCP OBLIDYNAMIC
SDG;MA0000040180;20/05/2024;197.49;197.49;FCP OBLIDYNAMIC
SDG;MA0000040271;20/05/2024;201180.1;201180.1;FCP CAP MONETAIRE PREMIERE
SDG;MA0000030553;20/05/2024;5405.84;5405.84;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036048;02/04/2024;217.81;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;02/04/2024;655.16;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000036659;02/04/2024;1511.85;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000030553;25/03/2024;5383.05;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036048;25/03/2024;217.68;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;25/03/2024;653.14;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000030553;15/05/2024;5404.09;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000030553;07/03/2024;5376.23;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036048;07/03/2024;217.39;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;07/03/2024;650.01;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000040180;08/05/2024;197.31;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;08/05/2024;201015.58;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040388;08/05/2024;164.21;;FCP WG OBLIGATIONS
SIXTELEKURS;MA0000030553;14/03/2024;5378.97;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000036048;14/03/2024;217.51;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000036063;14/03/2024;656.21;;FCP ATTIJARI ACTIONS
SIXTELEKURS;MA0000030520;26/04/2024;595.41;;SICAV ATTIJARI DIVERSIFIE
