PROVIDER$CODE_;PROVIDERPRICEDVALUECODE_;PRICEDATE;NAV_;CLOSE_;Nom
SDG;MA0000036659;14/03/2019;1382.22;1382.22;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;12/03/2019;1382.07;1382.07;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;25/02/2019;1380.93;1380.93;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;07/01/2019;1377.23;1377.23;FCP ATTIJARI LIQUIDITE
SDG;MA0000030520;03/05/2019;495.79;495.79;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000030553;05/04/2019;4938.3;4938.3;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;25/01/2019;4918.88;4918.88;SICAV ATTIJARI TRESORERIE
SDG;MA0000030645;28/12/2018;7572.91;7572.91;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000030645;04/01/2019;7500.75;7500.75;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000030520;22/02/2019;495.06;495.06;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000030553;28/12/2018;4911.31;4911.31;SICAV ATTIJARI TRESORERIE
SDG;MA0000030645;12/04/2019;7407.65;7407.65;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000030645;25/01/2019;7626.18;7626.18;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000040180;13/05/2019;177.08;177.08;FCP OBLIDYNAMIC
SDG;MA0000040271;13/05/2019;179613.29;179613.29;FCP CAP MONETAIRE PREMIERE
SDG;MA0000036659;13/05/2019;1386.72;1386.72;FCP ATTIJARI LIQUIDITE
SDG;MA0000040339;13/05/2019;213.09;213.09;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000030553;24/01/2019;4918.56;4918.56;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;15/01/2019;4916.05;4916.05;SICAV ATTIJARI TRESORERIE
SDG;MA0000030645;29/03/2019;7365.28;7365.28;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000030645;18/01/2019;7557.75;7557.75;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000040156;08/03/2019;735.78;735.78;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040156;01/02/2019;745.86;745.86;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040180;10/04/2019;176.63;176.63;FCP OBLIDYNAMIC
SDG;MA0000040180;01/03/2019;176.18;176.18;FCP OBLIDYNAMIC
SDG;MA0000040180;18/01/2019;175.48;175.48;FCP OBLIDYNAMIC
SDG;MA0000040180;21/01/2019;175.52;175.52;FCP OBLIDYNAMIC
SDG;MA0000040180;28/11/2018;174.84;174.84;FCP OBLIDYNAMIC
SDG;MA0000036063;22/02/2019;551.56;551.56;FCP ATTIJARI ACTIONS
SDG;MA0000036063;01/02/2019;552.58;552.58;FCP ATTIJARI ACTIONS
SDG;MA0000040271;30/01/2019;178328.87;178328.87;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041477;12/04/2019;960.73;960.73;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000041477;22/02/2019;977.69;977.69;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040339;06/05/2019;213.02;213.02;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;25/04/2019;212.93;212.93;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;01/04/2019;212.71;212.71;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;31/01/2019;212.16;212.16;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;28/01/2019;212.13;212.13;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040180;18/04/2019;176.76;176.76;FCP OBLIDYNAMIC
SDG;MA0000040180;25/03/2019;176.45;176.45;FCP OBLIDYNAMIC
SDG;MA0000040180;08/04/2019;176.62;176.62;FCP OBLIDYNAMIC
SDG;MA0000040180;22/02/2019;176.06;176.06;FCP OBLIDYNAMIC
SDG;MA0000040180;13/02/2019;175.87;175.87;FCP OBLIDYNAMIC
SDG;MA0000040180;20/12/2018;175.11;175.11;FCP OBLIDYNAMIC
SDG;MA0000040180;11/12/2018;175.01;175.01;FCP OBLIDYNAMIC
SDG;MA0000036063;07/12/2018;549.42;549.42;FCP ATTIJARI ACTIONS
SDG;MA0000040271;23/11/2018;177511.69;177511.69;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041477;15/03/2019;957.43;957.43;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000041477;21/12/2018;958.51;958.51;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040180;26/02/2019;176.13;176.13;FCP OBLIDYNAMIC
SDG;MA0000040180;15/01/2019;175.45;175.45;FCP OBLIDYNAMIC
SDG;MA0000040180;21/12/2018;175.13;175.13;FCP OBLIDYNAMIC
SDG;MA0000040180;07/12/2018;174.95;174.95;FCP OBLIDYNAMIC
SDG;MA0000040271;17/04/2019;179285.37;179285.37;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041477;28/12/2018;955.81;955.81;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040339;19/04/2019;212.87;212.87;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;02/04/2019;212.71;212.71;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;26/03/2019;212.65;212.65;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;19/12/2018;211.77;211.77;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;18/01/2019;212.04;212.04;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;29/03/2019;157.7;157.7;FCP WG OBLIGATIONS
SDG;MA0000036659;11/04/2019;1384.33;1384.33;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;04/03/2019;1381.47;1381.47;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;14/02/2019;1380.11;1380.11;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;05/12/2018;1374.7;1374.7;FCP ATTIJARI LIQUIDITE
SDG;MA0000030553;21/02/2019;4927.25;4927.25;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;21/01/2019;4917.62;4917.62;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;02/01/2019;4912.43;4912.43;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;07/12/2018;4905.75;4905.75;SICAV ATTIJARI TRESORERIE
SDG;MA0000040339;09/04/2019;212.78;212.78;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;14/03/2019;212.54;212.54;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;22/02/2019;212.36;212.36;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;20/12/2018;211.78;211.78;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;03/12/2018;211.63;211.63;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036659;24/04/2019;1385.3;1385.3;FCP ATTIJARI LIQUIDITE
SDG;MA0000040388;07/12/2018;155.43;155.43;FCP WG OBLIGATIONS
SDG;MA0000041139;01/02/2019;812.34;812.34;FCP ATTIJARI GOLD
SDG;MA0000041139;25/01/2019;802.78;802.78;FCP ATTIJARI GOLD
SDG;MA0000036659;28/03/2019;1383.27;1383.27;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;07/03/2019;1381.7;1381.7;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;08/02/2019;1379.65;1379.65;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;07/12/2018;1374.85;1374.85;FCP ATTIJARI LIQUIDITE
SDG;MA0000030553;03/12/2018;4904.71;4904.71;SICAV ATTIJARI TRESORERIE
SDG;MA0000040180;13/03/2019;176.31;176.31;FCP OBLIDYNAMIC
SDG;MA0000040180;25/01/2019;175.59;175.59;FCP OBLIDYNAMIC
SDG;MA0000040180;03/01/2019;175.28;175.28;FCP OBLIDYNAMIC
SDG;MA0000040180;09/05/2019;177.05;177.05;FCP OBLIDYNAMIC
SDG;MA0000040180;19/04/2019;176.77;176.77;FCP OBLIDYNAMIC
SDG;MA0000040180;14/02/2019;175.92;175.92;FCP OBLIDYNAMIC
SDG;MA0000040180;28/12/2018;175.22;175.22;FCP OBLIDYNAMIC
SDG;MA0000036063;28/12/2018;546.5;546.5;FCP ATTIJARI ACTIONS
SDG;MA0000040271;26/04/2019;179416.02;179416.02;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;08/03/2019;178828.64;178828.64;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;21/02/2019;178631.87;178631.87;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;04/02/2019;178391.13;178391.13;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;28/01/2019;178305.67;178305.67;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040180;12/03/2019;176.3;176.3;FCP OBLIDYNAMIC
SDG;MA0000040180;15/02/2019;175.94;175.94;FCP OBLIDYNAMIC
SDG;MA0000040180;04/01/2019;175.3;175.3;FCP OBLIDYNAMIC
SDG;MA0000040180;02/01/2019;175.27;175.27;FCP OBLIDYNAMIC
SDG;MA0000036063;15/03/2019;535.66;535.66;FCP ATTIJARI ACTIONS
SDG;MA0000040180;17/12/2018;175.08;175.08;FCP OBLIDYNAMIC
SDG;MA0000040271;19/04/2019;179309.38;179309.38;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;23/04/2019;179358.66;179358.66;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;02/04/2019;179112.01;179112.01;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;23/01/2019;178243.98;178243.98;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041477;14/12/2018;964.28;964.28;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040339;12/04/2019;212.81;212.81;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;27/12/2018;211.84;211.84;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;08/01/2019;211.95;211.95;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;01/03/2019;157.29;157.29;FCP WG OBLIGATIONS
SDG;MA0000041139;21/12/2018;775.95;775.95;FCP ATTIJARI GOLD
SDG;MA0000036659;17/04/2019;1384.77;1384.77;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;19/04/2019;1384.92;1384.92;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;18/04/2019;1384.85;1384.85;FCP ATTIJARI LIQUIDITE
SDG;MA0000040339;10/04/2019;212.79;212.79;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;06/03/2019;212.47;212.47;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;08/02/2019;212.23;212.23;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;14/02/2019;212.29;212.29;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;04/01/2019;155.8;155.8;FCP WG OBLIGATIONS
SDG;MA0000036659;07/05/2019;1386.27;1386.27;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;05/04/2019;1383.88;1383.88;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;27/03/2019;1383.19;1383.19;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;29/01/2019;1378.89;1378.89;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;24/12/2018;1376.15;1376.15;FCP ATTIJARI LIQUIDITE
SDG;MA0000030553;05/02/2019;4921.92;4921.92;SICAV ATTIJARI TRESORERIE
SDG;MA0000036063;04/01/2019;541.42;541.42;FCP ATTIJARI ACTIONS
SDG;MA0000040271;05/04/2019;179147.48;179147.48;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;11/02/2019;178502.77;178502.77;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;20/02/2019;178617.95;178617.95;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040339;18/04/2019;212.86;212.86;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;16/01/2019;212.02;212.02;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;11/12/2018;211.7;211.7;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;10/12/2018;211.69;211.69;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;15/03/2019;157.49;157.49;FCP WG OBLIGATIONS
SDG;MA0000036659;13/02/2019;1380.03;1380.03;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;01/02/2019;1379.12;1379.12;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;11/12/2018;1375.16;1375.16;FCP ATTIJARI LIQUIDITE
SDG;MA0000030520;05/04/2019;488.76;488.76;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000030520;01/03/2019;493.42;493.42;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000030553;13/02/2019;4924.77;4924.77;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;14/02/2019;4925.24;4925.24;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;21/12/2018;4909.49;4909.49;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;08/01/2019;4914.2;4914.2;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;04/02/2019;4921.47;4921.47;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;19/12/2018;4909.02;4909.02;SICAV ATTIJARI TRESORERIE
SDG;MA0000030645;15/03/2019;7423.65;7423.65;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000030645;15/02/2019;7683.16;7683.16;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000040180;09/05/2019;177.04;;FCP OBLIDYNAMIC
SDG;MA0000030520;15/02/2019;494.32;494.32;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000030553;18/02/2019;4926.33;4926.33;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;14/01/2019;4915.9;4915.9;SICAV ATTIJARI TRESORERIE
SDG;MA0000030645;26/04/2019;7502.44;7502.44;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000030645;19/04/2019;7497.81;7497.81;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000030645;22/03/2019;7431.59;7431.59;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000040180;26/03/2019;176.46;176.46;FCP OBLIDYNAMIC
SDG;MA0000040180;28/02/2019;176.15;176.15;FCP OBLIDYNAMIC
SDG;MA0000040180;10/01/2019;175.37;175.37;FCP OBLIDYNAMIC
SDG;MA0000036063;14/12/2018;545.52;545.52;FCP ATTIJARI ACTIONS
SDG;MA0000040271;13/02/2019;178526.18;178526.18;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041477;05/04/2019;955.29;955.29;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000041477;01/03/2019;968.11;968.11;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040339;03/04/2019;212.72;212.72;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;19/02/2019;212.33;212.33;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040156;28/12/2018;729.2;729.2;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040180;09/01/2019;175.36;175.36;FCP OBLIDYNAMIC
SDG;MA0000036063;26/04/2019;542.61;542.61;FCP ATTIJARI ACTIONS
SDG;MA0000036063;01/03/2019;545.12;545.12;FCP ATTIJARI ACTIONS
SDG;MA0000036063;08/02/2019;553.43;553.43;FCP ATTIJARI ACTIONS
SDG;MA0000040271;06/05/2019;179530.27;179530.27;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;03/05/2019;179496.96;179496.96;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;03/04/2019;179127.68;179127.68;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;04/03/2019;178772.52;178772.52;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;25/02/2019;178658.07;178658.07;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041477;03/05/2019;974.58;974.58;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000041477;08/02/2019;976.77;976.77;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040339;15/04/2019;212.83;212.83;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;29/03/2019;212.68;212.68;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;25/01/2019;212.1;212.1;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036659;18/03/2019;1382.52;1382.52;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;07/02/2019;1379.57;1379.57;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;04/02/2019;1379.35;1379.35;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000036659;08/05/2019;1386.35;;FCP ATTIJARI LIQUIDITE
SIXTELEKURS;MA0000040339;08/05/2019;213.04;;FCP ATTIJARI MONETAIRE JOUR
SIXTELEKURS;MA0000036048;08/05/2019;197.28;;FCP ATTIJARI MONETAIRE PLUS
SIXTELEKURS;MA0000030553;08/05/2019;4946.96;;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040271;08/05/2019;179556.57;;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040156;05/04/2019;727.37;727.37;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040156;08/02/2019;750.37;750.37;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040156;22/02/2019;747.84;747.84;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040180;22/04/2019;176.81;176.81;FCP OBLIDYNAMIC
SDG;MA0000040180;26/04/2019;176.88;176.88;FCP OBLIDYNAMIC
SDG;MA0000040180;07/03/2019;176.24;176.24;FCP OBLIDYNAMIC
SDG;MA0000040180;07/02/2019;175.76;175.76;FCP OBLIDYNAMIC
SDG;MA0000040180;19/12/2018;175.1;175.1;FCP OBLIDYNAMIC
SDG;MA0000040339;01/02/2019;212.16;212.16;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;08/02/2019;156.46;156.46;FCP WG OBLIGATIONS
SDG;MA0000041139;08/03/2019;809.2;809.2;FCP ATTIJARI GOLD
SDG;MA0000041139;15/02/2019;814.07;814.07;FCP ATTIJARI GOLD
SDG;MA0000041139;30/11/2018;748.45;748.45;FCP ATTIJARI GOLD
SDG;MA0000036659;04/04/2019;1383.81;1383.81;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;11/03/2019;1382.0;1382.0;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;27/02/2019;1381.09;1381.09;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;30/11/2018;1374.31;1374.31;FCP ATTIJARI LIQUIDITE
SDG;MA0000030553;18/12/2018;4908.83;4908.83;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;06/12/2018;4905.5;4905.5;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;12/12/2018;4907.27;4907.27;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;28/11/2018;4903.49;4903.49;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;18/01/2019;4916.84;4916.84;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;24/12/2018;4910.22;4910.22;SICAV ATTIJARI TRESORERIE
SDG;MA0000041477;04/01/2019;954.07;954.07;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000036659;10/05/2019;1386.5;1386.5;FCP ATTIJARI LIQUIDITE
SDG;MA0000030520;10/05/2019;499.33;499.33;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000030645;10/05/2019;7599.11;7599.11;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000036063;10/05/2019;549.73;549.73;FCP ATTIJARI ACTIONS
SDG;MA0000040271;10/05/2019;179577.92;179577.92;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041139;10/05/2019;802.25;802.25;FCP ATTIJARI GOLD
SDG;MA0000030553;10/05/2019;4947.51;4947.51;SICAV ATTIJARI TRESORERIE
SDG;MA0000040180;10/05/2019;177.06;177.06;FCP OBLIDYNAMIC
SDG;MA0000041477;10/05/2019;985.52;985.52;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040339;10/05/2019;213.06;213.06;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040156;10/05/2019;747.83;747.83;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040156;22/03/2019;728.16;728.16;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040180;08/05/2019;177.04;177.04;FCP OBLIDYNAMIC
SDG;MA0000040180;25/04/2019;176.86;176.86;FCP OBLIDYNAMIC
SDG;MA0000040180;21/02/2019;176.07;176.07;FCP OBLIDYNAMIC
SDG;MA0000040180;20/02/2019;176.03;176.03;FCP OBLIDYNAMIC
SDG;MA0000040156;25/01/2019;741.7;741.7;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040156;14/01/2019;728.99;728.99;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040180;18/03/2019;176.36;176.36;FCP OBLIDYNAMIC
SDG;MA0000040180;25/02/2019;176.1;176.1;FCP OBLIDYNAMIC
SDG;MA0000040180;05/12/2018;174.92;174.92;FCP OBLIDYNAMIC
SDG;MA0000040271;19/03/2019;178949.52;178949.52;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;30/11/2018;177595.49;177595.49;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040339;29/04/2019;212.96;212.96;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;13/02/2019;212.28;212.28;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;20/02/2019;212.34;212.34;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;25/02/2019;212.39;212.39;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;19/04/2019;158.16;158.16;FCP WG OBLIGATIONS
SDG;MA0000041139;05/04/2019;804.4;804.4;FCP ATTIJARI GOLD
SDG;MA0000041139;04/01/2019;788.61;788.61;FCP ATTIJARI GOLD
SDG;MA0000040180;24/01/2019;175.57;175.57;FCP OBLIDYNAMIC
SDG;MA0000040180;10/12/2018;174.99;174.99;FCP OBLIDYNAMIC
SDG;MA0000036063;29/03/2019;532.07;532.07;FCP ATTIJARI ACTIONS
SDG;MA0000036063;25/01/2019;550.51;550.51;FCP ATTIJARI ACTIONS
SDG;MA0000040271;08/05/2019;179556.57;179556.57;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;29/04/2019;179450.49;179450.49;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;24/04/2019;179373.04;179373.04;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;10/04/2019;179206.76;179206.76;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;09/04/2019;179194.17;179194.17;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;05/02/2019;178410.06;178410.06;FCP CAP MONETAIRE PREMIERE
SDG;MA0000030553;17/01/2019;4916.62;4916.62;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;30/01/2019;4920.21;4920.21;SICAV ATTIJARI TRESORERIE
SDG;MA0000030645;14/12/2018;7552.97;7552.97;SICAV ATTIJARI PATRIMOINE VALEURS
SIXTELEKURS;MA0000040180;06/05/2019;177.01;;FCP OBLIDYNAMIC
SDG;MA0000040156;12/04/2019;731.72;731.72;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040180;23/01/2019;175.54;175.54;FCP OBLIDYNAMIC
SDG;MA0000036063;30/11/2018;550.46;550.46;FCP ATTIJARI ACTIONS
SDG;MA0000040271;22/04/2019;179345.96;179345.96;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;28/03/2019;179055.33;179055.33;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;27/02/2019;178703.73;178703.73;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;29/01/2019;178319.35;178319.35;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;04/01/2019;178019.75;178019.75;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041477;26/04/2019;971.26;971.26;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040339;08/05/2019;213.04;213.04;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;22/04/2019;212.9;212.9;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;11/03/2019;212.52;212.52;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040156;15/02/2019;748.58;748.58;FCP ATTIJARI AL MOUCHARAKA
SDG;MA0000040180;21/03/2019;176.39;176.39;FCP OBLIDYNAMIC
SDG;MA0000040180;19/02/2019;176.01;176.01;FCP OBLIDYNAMIC
SDG;MA0000040180;31/12/2018;175.24;175.24;FCP OBLIDYNAMIC
SDG;MA0000040271;08/04/2019;179182.56;179182.56;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040271;11/03/2019;178861.55;178861.55;FCP CAP MONETAIRE PREMIERE
SDG;MA0000040339;05/04/2019;212.74;212.74;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;04/03/2019;212.45;212.45;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;11/02/2019;212.26;212.26;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;18/02/2019;212.33;212.33;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;14/01/2019;212.0;212.0;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000036659;28/02/2019;1381.16;1381.16;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;22/02/2019;1380.71;1380.71;FCP ATTIJARI LIQUIDITE
SDG;MA0000036659;18/12/2018;1375.69;1375.69;FCP ATTIJARI LIQUIDITE
SDG;MA0000040339;07/01/2019;211.94;211.94;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;17/12/2018;211.75;211.75;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040388;25/01/2019;156.19;156.19;FCP WG OBLIGATIONS
SDG;MA0000036659;31/01/2019;1379.04;1379.04;FCP ATTIJARI LIQUIDITE
SDG;MA0000030520;08/02/2019;491.9;491.9;SICAV ATTIJARI DIVERSIFIE
SDG;MA0000030553;26/02/2019;4928.58;4928.58;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;10/12/2018;4906.49;4906.49;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;31/12/2018;4911.83;4911.83;SICAV ATTIJARI TRESORERIE
SDG;MA0000030645;22/02/2019;7642.52;7642.52;SICAV ATTIJARI PATRIMOINE VALEURS
SDG;MA0000030553;03/05/2019;4945.66;4945.66;SICAV ATTIJARI TRESORERIE
SDG;MA0000030553;25/02/2019;4927.78;4927.78;SICAV ATTIJARI TRESORERIE
SIXTELEKURS;MA0000040180;07/05/2019;177.02;;FCP OBLIDYNAMIC
SIXTELEKURS;MA0000040271;07/05/2019;179537.75;;FCP CAP MONETAIRE PREMIERE
SIXTELEKURS;MA0000040339;07/05/2019;213.03;;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040180;29/04/2019;176.92;176.92;FCP OBLIDYNAMIC
SDG;MA0000040180;15/03/2019;176.32;176.32;FCP OBLIDYNAMIC
SDG;MA0000036063;14/01/2019;538.86;538.86;FCP ATTIJARI ACTIONS
SDG;MA0000040271;15/04/2019;179264.76;179264.76;FCP CAP MONETAIRE PREMIERE
SDG;MA0000041477;29/03/2019;956.36;956.36;FCP ATTIJARI DIVIDEND FUND
SDG;MA0000040339;28/03/2019;212.67;212.67;FCP ATTIJARI MONETAIRE JOUR
SDG;MA0000040339;10/01/2019;211.97;211.97;FCP ATTIJARI MONETAIRE JOUR
