PROVIDER$CODE_;PROVIDERPRICEDVALUECODE_;PRICEDATE;NAV_;CLOSE_
SIXTELEKURS;MA0000036048;23/08/2021;207.4;
SIXTELEKURS;MA0000030645;23/08/2021;89.22;
SIXTELEKURS;MA0000040263;23/08/2021;2102.81;
SIXTELEKURS;MA0000030553;23/08/2021;5137.7;
SIXTELEKURS;MA0000040180;03/06/2021;186.37;
SIXTELEKURS;MA0000040180;11/06/2021;186.43;
SIXTELEKURS;MA0000036659;06/07/2021;1436.18;
SIXTELEKURS;MA0000040339;06/07/2021;218.63;
SIXTELEKURS;MA0000036048;06/07/2021;207.05;
SIXTELEKURS;MA0000030553;06/07/2021;5129.76;
SIXTELEKURS;MA0000040271;06/07/2021;188379.58;
SDG;MA0000030553;18/05/2021;5122.26;5122.26
SDG;MA0000040271;18/05/2021;187969.25;187969.25
SDG;MA0000040388;18/05/2021;170.29;170.29
SDG;MA0000036659;18/05/2021;1433.92;1433.92
SDG;MA0000040180;18/05/2021;186.23;186.23
SDG;MA0000036048;18/05/2021;206.63;206.63
SDG;MA0000040339;18/05/2021;218.35;218.35
SIXTELEKURS;MA0000040180;28/05/2021;186.32;
SIXTELEKURS;MA0000040180;22/06/2021;186.52;
SIXTELEKURS;MA0000036659;15/06/2021;1435.19;
SIXTELEKURS;MA0000040339;15/06/2021;218.51;
SIXTELEKURS;MA0000036048;15/06/2021;206.88;
SIXTELEKURS;MA0000030553;15/06/2021;5126.7;
SIXTELEKURS;MA0000040271;15/06/2021;188211.27;
SDG;MA0000040271;29/06/2021;188322.28;188322.28
SDG;MA0000040388;29/06/2021;170.62;170.62
SDG;MA0000036048;29/06/2021;206.99;206.99
SDG;MA0000030553;29/06/2021;5128.67;5128.67
SDG;MA0000040180;29/06/2021;186.57;186.57
SDG;MA0000036659;29/06/2021;1435.84;1435.84
SDG;MA0000040339;29/06/2021;218.59;218.59
SIXTELEKURS;MA0000040180;26/05/2021;186.32;
SDG;MA0000036063;03/09/2021;666.46;666.46
SDG;MA0000040388;03/09/2021;171.05;171.05
SDG;MA0000040339;03/09/2021;218.97;218.97
SDG;MA0000041139;03/09/2021;1045;1045
SIXTELEKURS;MA0000040388;04/06/2021;170.44;
SIXTELEKURS;MA0000040180;01/09/2021;187.08;
SIXTELEKURS;MA0000040180;24/08/2021;187;
SDG;MA0000030645;28/05/2021;85.02;85.02
SDG;MA0000040339;28/05/2021;218.4;218.4
SDG;MA0000040156;28/05/2021;901.44;901.44
SDG;MA0000030520;28/05/2021;561.21;561.21
SDG;MA0000036048;28/05/2021;206.72;206.72
SDG;MA0000040339;17/08/2021;218.87;218.87
SDG;MA0000030553;17/08/2021;5136.85;5136.85
SDG;MA0000040271;17/08/2021;188743.68;188743.68
SDG;MA0000036659;17/08/2021;1438.24;1438.24
SDG;MA0000040388;17/08/2021;170.91;170.91
SDG;MA0000036048;17/08/2021;207.35;207.35
SDG;MA0000040180;17/08/2021;186.95;186.95
SIXTELEKURS;MA0000040180;27/08/2021;187.03;
SDG;MA0000040339;24/06/2021;218.56;218.56
SDG;MA0000036048;24/06/2021;206.94;206.94
SDG;MA0000040271;24/06/2021;188279.2;188279.2
SDG;MA0000040388;24/06/2021;170.59;170.59
SDG;MA0000030553;24/06/2021;5127.78;5127.78
SDG;MA0000040180;24/06/2021;186.53;186.53
SDG;MA0000036659;24/06/2021;1435.59;1435.59
SIXTELEKURS;MA0000040180;08/07/2021;186.64;
SDG;MA0000030645;03/09/2021;90.06;90.06
SDG;MA0000040263;03/09/2021;2104.23;2104.23
SDG;MA0000040156;03/09/2021;949.41;949.41
SDG;MA0000036659;03/09/2021;1439.08;1439.08
SDG;MA0000040180;03/09/2021;187.1;187.1
SDG;MA0000030520;03/09/2021;575.74;575.74
SDG;MA0000040271;03/09/2021;188883.74;188883.74
SDG;MA0000036048;03/09/2021;207.5;207.5
SDG;MA0000041477;03/09/2021;997.83;997.83
SDG;MA0000030553;03/09/2021;5139.46;5139.46
SIXTELEKURS;MA0000041139;16/07/2021;1049.58;
SDG;MA0000030553;28/05/2021;5123.85;5123.85
SDG;MA0000040263;28/05/2021;2098.53;2098.53
SDG;MA0000041477;28/05/2021;977.96;977.96
SDG;MA0000036659;28/05/2021;1434.37;1434.37
SDG;MA0000036063;28/05/2021;629.68;629.68
SDG;MA0000040180;28/05/2021;186.32;186.32
SDG;MA0000041139;28/05/2021;1081.22;1081.22
SDG;MA0000040388;28/05/2021;170.41;170.41
SDG;MA0000040271;28/05/2021;188054.88;188054.88
SIXTELEKURS;MA0000040388;28/05/2021;170.41;
SDG;MA0000040263;30/06/2021;2099.99;2099.99
SDG;MA0000040388;30/06/2021;170.58;170.58
SDG;MA0000040156;30/06/2021;915.78;915.78
SDG;MA0000036063;30/06/2021;642.58;642.58
SDG;MA0000030553;30/06/2021;5128.86;5128.86
SDG;MA0000040180;30/06/2021;186.58;186.58
SIXTELEKURS;MA0000036659;05/08/2021;1437.66;
SIXTELEKURS;MA0000040339;05/08/2021;218.8;
SIXTELEKURS;MA0000036048;05/08/2021;207.23;
SIXTELEKURS;MA0000030553;05/08/2021;5134.61;
SIXTELEKURS;MA0000040271;05/08/2021;188625.01;
SDG;MA0000040271;30/06/2021;188331.25;188331.25
SDG;MA0000036048;30/06/2021;206.99;206.99
SDG;MA0000040339;30/06/2021;218.59;218.59
SDG;MA0000030520;30/06/2021;568.71;568.71
SDG;MA0000036659;30/06/2021;1435.89;1435.89
SDG;MA0000041477;30/06/2021;965.66;965.66
SDG;MA0000041139;30/06/2021;1021.43;1021.43
SDG;MA0000030645;30/06/2021;86.92;86.92
SDG;MA0000030645;02/08/2021;88.09;88.09
SDG;MA0000040263;02/08/2021;2100.82;2100.82
SDG;MA0000036063;02/08/2021;651.46;651.46
SDG;MA0000041139;02/08/2021;1037.17;1037.17
SDG;MA0000030520;02/08/2021;570.53;570.53
SDG;MA0000030553;02/08/2021;5134.18;5134.18
SDG;MA0000036659;02/08/2021;1437.51;1437.51
SDG;MA0000040388;23/07/2021;170.61;170.61
SDG;MA0000040271;23/07/2021;188518.14;188518.14
SDG;MA0000040339;23/07/2021;218.73;218.73
SDG;MA0000036048;23/07/2021;207.13;207.13
SDG;MA0000036063;23/07/2021;637.95;637.95
SDG;MA0000040180;23/07/2021;186.72;186.72
SDG;MA0000041477;23/07/2021;958.74;958.74
SDG;MA0000030520;23/07/2021;566.97;566.97
SDG;MA0000041139;23/07/2021;1037.24;1037.24
SDG;MA0000030645;23/07/2021;86.3;86.3
SDG;MA0000030553;23/07/2021;5132.56;5132.56
SDG;MA0000040156;23/07/2021;912.9;912.9
SDG;MA0000036659;23/07/2021;1437.02;1437.02
SDG;MA0000040263;23/07/2021;2100.27;2100.27
SIXTELEKURS;MA0000040180;02/06/2021;186.37;
SDG;MA0000030553;26/07/2021;5133.05;5133.05
SDG;MA0000036048;26/07/2021;207.18;207.18
SDG;MA0000040180;26/07/2021;186.77;186.77
SDG;MA0000040271;26/07/2021;188545.27;188545.27
SDG;MA0000040339;26/07/2021;218.74;218.74
SDG;MA0000040388;26/07/2021;170.64;170.64
SDG;MA0000036659;26/07/2021;1437.17;1437.17
SIXTELEKURS;MA0000036659;09/08/2021;1437.85;
SIXTELEKURS;MA0000040339;09/08/2021;218.83;
SIXTELEKURS;MA0000036048;09/08/2021;207.26;
SIXTELEKURS;MA0000030553;09/08/2021;5135.14;
SIXTELEKURS;MA0000040271;09/08/2021;188653.25;
SIXTELEKURS;MA0000036063;28/05/2021;629.68;
SIXTELEKURS;MA0000040156;28/05/2021;901.44;
SIXTELEKURS;MA0000030520;28/05/2021;561.21;
SIXTELEKURS;MA0000041477;28/05/2021;977.96;
SIXTELEKURS;MA0000036659;28/05/2021;1434.37;
SIXTELEKURS;MA0000040339;28/05/2021;218.4;
SIXTELEKURS;MA0000036048;28/05/2021;206.72;
SIXTELEKURS;MA0000030645;28/05/2021;85.02;
SIXTELEKURS;MA0000040263;28/05/2021;2098.53;
SIXTELEKURS;MA0000030553;28/05/2021;5123.85;
SDG;MA0000040180;02/08/2021;186.81;186.81
SDG;MA0000040271;02/08/2021;188599.84;188599.84
SDG;MA0000036048;02/08/2021;207.22;207.22
SDG;MA0000041477;02/08/2021;978.88;978.88
SDG;MA0000040339;02/08/2021;218.78;218.78
SDG;MA0000040156;02/08/2021;926.48;926.48
SDG;MA0000040388;02/08/2021;170.69;170.69
SDG;MA0000036048;29/07/2021;207.17;207.17
SDG;MA0000040271;29/07/2021;188568.35;188568.35
SDG;MA0000036659;29/07/2021;1437.32;1437.32
SDG;MA0000040388;29/07/2021;170.63;170.63
SDG;MA0000030553;29/07/2021;5133.47;5133.47
SDG;MA0000040339;29/07/2021;218.76;218.76
SDG;MA0000040271;04/08/2021;188614.06;188614.06
SDG;MA0000040180;04/08/2021;186.8;186.8
SDG;MA0000040339;04/08/2021;218.8;218.8
SDG;MA0000036048;04/08/2021;207.21;207.21
SDG;MA0000036659;04/08/2021;1437.61;1437.61
SDG;MA0000040388;04/08/2021;170.72;170.72
SDG;MA0000030553;04/08/2021;5134.43;5134.43
SIXTELEKURS;MA0000040271;28/05/2021;188054.88;
SDG;MA0000040388;07/06/2021;170.44;170.44
SDG;MA0000040180;07/06/2021;186.39;186.39
SDG;MA0000036659;07/06/2021;1434.84;1434.84
SDG;MA0000040180;29/07/2021;186.76;186.76
SIXTELEKURS;MA0000040180;09/08/2021;186.85;
SIXTELEKURS;MA0000036659;11/05/2021;1433.59;
SIXTELEKURS;MA0000040339;11/05/2021;218.31;
SIXTELEKURS;MA0000036048;11/05/2021;206.56;
SIXTELEKURS;MA0000030553;11/05/2021;5120.65;
SIXTELEKURS;MA0000040271;11/05/2021;187894.57;
SDG;MA0000030553;07/06/2021;5125.38;5125.38
SDG;MA0000040339;07/06/2021;218.46;218.46
SDG;MA0000040271;07/06/2021;188139.92;188139.92
SDG;MA0000036048;07/06/2021;206.8;206.8
SIXTELEKURS;MA0000036659;29/06/2021;1435.84;
SIXTELEKURS;MA0000040339;29/06/2021;218.59;
SIXTELEKURS;MA0000036048;29/06/2021;206.99;
SIXTELEKURS;MA0000030553;29/06/2021;5128.67;
SIXTELEKURS;MA0000040271;29/06/2021;188322.28;
SIXTELEKURS;MA0000040388;27/08/2021;170.95;
SDG;MA0000040180;21/06/2021;186.52;186.52
SDG;MA0000030553;21/06/2021;5127.48;5127.48
SIXTELEKURS;MA0000040271;27/08/2021;188819.72;
SIXTELEKURS;MA0000036659;26/05/2021;1434.28;
SIXTELEKURS;MA0000040339;26/05/2021;218.39;
SIXTELEKURS;MA0000036048;26/05/2021;206.71;
SIXTELEKURS;MA0000030553;26/05/2021;5123.49;
SIXTELEKURS;MA0000040271;26/05/2021;188036.18;
SIXTELEKURS;MA0000036659;14/06/2021;1435.14;
SIXTELEKURS;MA0000040339;14/06/2021;218.5;
SIXTELEKURS;MA0000036048;14/06/2021;206.86;
SIXTELEKURS;MA0000030553;14/06/2021;5126.34;
SDG;MA0000036048;21/06/2021;206.93;206.93
SDG;MA0000036659;21/06/2021;1435.46;1435.46
SDG;MA0000040388;21/06/2021;170.56;170.56
SDG;MA0000040339;21/06/2021;218.54;218.54
SDG;MA0000040271;21/06/2021;188256.82;188256.82
SDG;MA0000040180;23/06/2021;186.53;186.53
SDG;MA0000036659;23/06/2021;1435.55;1435.55
SDG;MA0000040271;23/06/2021;188273.87;188273.87
SDG;MA0000040388;23/06/2021;170.57;170.57
SDG;MA0000030553;23/06/2021;5127.79;5127.79
SDG;MA0000036048;23/06/2021;206.94;206.94
SDG;MA0000040339;23/06/2021;218.55;218.55
SIXTELEKURS;MA0000040180;05/08/2021;186.82;
SIXTELEKURS;MA0000040271;14/06/2021;188194.72;
SDG;MA0000036659;26/08/2021;1438.68;1438.68
SDG;MA0000040180;26/08/2021;187.02;187.02
SDG;MA0000040339;26/08/2021;218.93;218.93
SDG;MA0000036048;26/08/2021;207.43;207.43
SDG;MA0000040271;26/08/2021;188809.8;188809.8
SDG;MA0000040388;26/08/2021;170.95;170.95
SDG;MA0000030553;26/08/2021;5138.19;5138.19
SDG;MA0000040180;31/08/2021;187.07;187.07
SDG;MA0000030553;31/08/2021;5139.02;5139.02
SDG;MA0000036048;31/08/2021;207.47;207.47
SDG;MA0000040339;31/08/2021;218.96;218.96
SDG;MA0000040271;31/08/2021;188859.06;188859.06
SDG;MA0000040388;31/08/2021;171.01;171.01
SDG;MA0000036659;31/08/2021;1438.93;1438.93
SIXTELEKURS;MA0000036659;22/06/2021;1435.5;
SIXTELEKURS;MA0000040339;22/06/2021;218.54;
SIXTELEKURS;MA0000036048;22/06/2021;206.93;
SIXTELEKURS;MA0000030553;22/06/2021;5127.57;
SIXTELEKURS;MA0000040271;22/06/2021;188263.63;
SDG;MA0000036048;11/08/2021;207.28;207.28
SDG;MA0000040388;11/08/2021;170.8;170.8
SDG;MA0000030553;26/05/2021;5123.49;5123.49
SDG;MA0000040271;26/05/2021;188036.18;188036.18
SDG;MA0000036659;26/05/2021;1434.28;1434.28
SDG;MA0000040180;26/05/2021;186.32;186.32
SDG;MA0000040339;26/05/2021;218.39;218.39
SDG;MA0000036048;26/05/2021;206.71;206.71
SDG;MA0000040388;26/05/2021;170.37;170.37
SIXTELEKURS;MA0000040180;29/06/2021;186.57;
SIXTELEKURS;MA0000040271;31/08/2021;188859.06;
SDG;MA0000040180;21/05/2021;186.27;186.27
SDG;MA0000036048;21/05/2021;206.66;206.66
SDG;MA0000030520;21/05/2021;560.12;560.12
SDG;MA0000030553;21/05/2021;5122.7;5122.7
SDG;MA0000040271;21/05/2021;187994.03;187994.03
SDG;MA0000041477;21/05/2021;977.69;977.69
SDG;MA0000040339;21/05/2021;218.37;218.37
SDG;MA0000036659;21/05/2021;1434.06;1434.06
SDG;MA0000040388;21/05/2021;170.3;170.3
SDG;MA0000041139;21/05/2021;1062.64;1062.64
SDG;MA0000036063;21/05/2021;628.63;628.63
SDG;MA0000040156;21/05/2021;904.29;904.29
SDG;MA0000040263;21/05/2021;2097.75;2097.75
SDG;MA0000030645;21/05/2021;84.84;84.84
SIXTELEKURS;MA0000036063;16/07/2021;635.09;
SIXTELEKURS;MA0000040156;16/07/2021;908.16;
SIXTELEKURS;MA0000030520;16/07/2021;566.36;
SIXTELEKURS;MA0000041477;16/07/2021;956.2;
SIXTELEKURS;MA0000036659;16/07/2021;1436.67;
SIXTELEKURS;MA0000040339;16/07/2021;218.69;
SIXTELEKURS;MA0000036048;16/07/2021;207.11;
SIXTELEKURS;MA0000030645;16/07/2021;85.87;
SIXTELEKURS;MA0000040263;16/07/2021;2102.34;
SIXTELEKURS;MA0000030553;16/07/2021;5131.08;
SDG;MA0000040339;11/05/2021;218.31;218.31
SDG;MA0000040388;11/05/2021;170.21;170.21
SDG;MA0000036048;11/05/2021;206.56;206.56
SDG;MA0000040271;11/05/2021;187894.57;187894.57
SDG;MA0000036659;11/05/2021;1433.59;1433.59
SDG;MA0000030553;11/05/2021;5120.65;5120.65
SDG;MA0000040180;11/05/2021;186.17;186.17
SIXTELEKURS;MA0000041139;28/05/2021;1081.22;
SDG;MA0000040180;12/07/2021;186.7;186.7
SDG;MA0000040339;12/07/2021;218.66;218.66
SDG;MA0000036048;12/07/2021;207.1;207.1
SDG;MA0000040388;12/07/2021;170.79;170.79
SDG;MA0000030553;12/07/2021;5130.82;5130.82
SDG;MA0000040271;12/07/2021;188428.71;188428.71
SDG;MA0000036659;12/07/2021;1436.49;1436.49
SDG;MA0000036063;04/06/2021;640.49;640.49
SDG;MA0000040388;04/06/2021;170.44;170.44
SDG;MA0000036659;04/06/2021;1434.69;1434.69
SDG;MA0000040180;04/06/2021;186.38;186.38
SDG;MA0000040263;04/06/2021;2099.07;2099.07
SDG;MA0000040271;04/06/2021;188113.46;188113.46
SDG;MA0000030645;04/06/2021;86.5;86.5
SDG;MA0000041477;04/06/2021;993.15;993.15
SDG;MA0000040339;04/06/2021;218.44;218.44
SDG;MA0000030520;04/06/2021;565.35;565.35
SDG;MA0000030553;04/06/2021;5124.87;5124.87
SDG;MA0000040156;04/06/2021;920;920
SDG;MA0000041139;04/06/2021;1076.93;1076.93
SIXTELEKURS;MA0000040271;16/07/2021;188453.24;
SIXTELEKURS;MA0000036659;24/08/2021;1438.59;
SIXTELEKURS;MA0000040339;24/08/2021;218.92;
SIXTELEKURS;MA0000036048;24/08/2021;207.41;
SIXTELEKURS;MA0000030553;24/08/2021;5137.95;
SDG;MA0000036048;12/05/2021;206.57;206.57
SDG;MA0000036659;12/05/2021;1433.64;1433.64
SDG;MA0000040271;12/05/2021;187905.56;187905.56
SDG;MA0000040339;12/05/2021;218.31;218.31
SDG;MA0000040388;12/05/2021;170.22;170.22
SDG;MA0000030553;12/05/2021;5120.91;5120.91
SDG;MA0000040180;12/05/2021;186.18;186.18
SIXTELEKURS;MA0000040180;11/05/2021;186.17;
SDG;MA0000036048;04/06/2021;206.78;206.78
SIXTELEKURS;MA0000041139;27/08/2021;1036.75;
SIXTELEKURS;MA0000040180;14/06/2021;186.46;
SIXTELEKURS;MA0000036659;08/07/2021;1436.29;
SIXTELEKURS;MA0000040339;08/07/2021;218.64;
SIXTELEKURS;MA0000036048;08/07/2021;207.05;
SIXTELEKURS;MA0000030553;08/07/2021;5130.21;
SIXTELEKURS;MA0000036659;01/09/2021;1438.98;
SIXTELEKURS;MA0000040339;01/09/2021;218.96;
SIXTELEKURS;MA0000036048;01/09/2021;207.48;
SIXTELEKURS;MA0000030553;01/09/2021;5139.24;
SIXTELEKURS;MA0000040271;01/09/2021;188870.18;
SIXTELEKURS;MA0000040271;24/08/2021;188799.96;
SIXTELEKURS;MA0000040271;08/07/2021;188398.37;
SIXTELEKURS;MA0000040180;04/06/2021;186.38;
SDG;MA0000040388;18/08/2021;170.92;170.92
SDG;MA0000040339;18/08/2021;218.88;218.88
SDG;MA0000036659;18/08/2021;1438.29;1438.29
SDG;MA0000040180;18/08/2021;186.96;186.96
SDG;MA0000036048;18/08/2021;207.36;207.36
SDG;MA0000040271;18/08/2021;188752.64;188752.64
SDG;MA0000030553;18/08/2021;5137.02;5137.02
SDG;MA0000030520;18/06/2021;568.27;568.27
SDG;MA0000040180;18/06/2021;186.49;186.49
SDG;MA0000036048;18/06/2021;206.9;206.9
SDG;MA0000041139;18/06/2021;1015.62;1015.62
SDG;MA0000040388;18/06/2021;170.53;170.53
SDG;MA0000040339;18/06/2021;218.52;218.52
SDG;MA0000040271;18/06/2021;188232.84;188232.84
SDG;MA0000030553;18/06/2021;5126.97;5126.97
SDG;MA0000041477;18/06/2021;998.39;998.39
SDG;MA0000030645;18/06/2021;87.17;87.17
SDG;MA0000040263;18/06/2021;2099.89;2099.89
SDG;MA0000040156;18/06/2021;921.96;921.96
SIXTELEKURS;MA0000041139;04/06/2021;1076.93;
SDG;MA0000036063;27/08/2021;666.94;666.94
SDG;MA0000036659;27/08/2021;1438.73;1438.73
SDG;MA0000040180;27/08/2021;187.03;187.03
SDG;MA0000040271;27/08/2021;188819.72;188819.72
SDG;MA0000040156;27/08/2021;948.45;948.45
SDG;MA0000040263;27/08/2021;2103.15;2103.15
SIXTELEKURS;MA0000036659;26/08/2021;1438.68;
SIXTELEKURS;MA0000040339;26/08/2021;218.93;
SIXTELEKURS;MA0000036048;26/08/2021;207.43;
SIXTELEKURS;MA0000030553;26/08/2021;5138.19;
SDG;MA0000036063;18/06/2021;644.75;644.75
SDG;MA0000036659;18/06/2021;1435.33;1435.33
SDG;MA0000040388;30/08/2021;170.99;170.99
SDG;MA0000040339;30/08/2021;218.95;218.95
SDG;MA0000036048;30/08/2021;207.46;207.46
SDG;MA0000040180;30/08/2021;187.06;187.06
SDG;MA0000030553;30/08/2021;5138.81;5138.81
SDG;MA0000036659;30/08/2021;1438.88;1438.88
SDG;MA0000040271;30/08/2021;188848.11;188848.11
SIXTELEKURS;MA0000040271;30/08/2021;188848.11;
SIXTELEKURS;MA0000040271;26/08/2021;188809.8;
SIXTELEKURS;MA0000036659;28/07/2021;1437.27;
SIXTELEKURS;MA0000040339;28/07/2021;218.75;
SIXTELEKURS;MA0000036048;28/07/2021;207.19;
SIXTELEKURS;MA0000030553;28/07/2021;5133.27;
SIXTELEKURS;MA0000040271;28/07/2021;188557.69;
SDG;MA0000041477;06/08/2021;982.18;982.18
SDG;MA0000040388;06/08/2021;170.75;170.75
SDG;MA0000040339;06/08/2021;218.81;218.81
SDG;MA0000036048;06/08/2021;207.24;207.24
SDG;MA0000030520;06/08/2021;571.9;571.9
SDG;MA0000040271;06/08/2021;188631.37;188631.37
SDG;MA0000036048;16/08/2021;207.35;207.35
SDG;MA0000030553;16/08/2021;5136.67;5136.67
SDG;MA0000040180;16/08/2021;186.94;186.94
SIXTELEKURS;MA0000036063;27/08/2021;666.94;
SIXTELEKURS;MA0000040156;27/08/2021;948.45;
SIXTELEKURS;MA0000030520;27/08/2021;575.51;
SIXTELEKURS;MA0000041477;27/08/2021;1000.78;
SIXTELEKURS;MA0000036659;27/08/2021;1438.73;
SIXTELEKURS;MA0000040339;27/08/2021;218.93;
SIXTELEKURS;MA0000036048;27/08/2021;207.43;
SIXTELEKURS;MA0000030645;27/08/2021;90.03;
SIXTELEKURS;MA0000040263;27/08/2021;2103.15;
SIXTELEKURS;MA0000030553;27/08/2021;5138.33;
SIXTELEKURS;MA0000040180;26/08/2021;187.02;
SIXTELEKURS;MA0000040180;30/06/2021;186.58;
SDG;MA0000040263;06/08/2021;2101.4;2101.4
SDG;MA0000041139;06/08/2021;1013.78;1013.78
SDG;MA0000030645;06/08/2021;88.44;88.44
SDG;MA0000030553;06/08/2021;5134.75;5134.75
SDG;MA0000040156;06/08/2021;933.66;933.66
SDG;MA0000036659;06/08/2021;1437.71;1437.71
SDG;MA0000036063;06/08/2021;654.08;654.08
SDG;MA0000040180;06/08/2021;186.83;186.83
SDG;MA0000040388;12/08/2021;170.82;170.82
SDG;MA0000036048;12/08/2021;207.32;207.32
SDG;MA0000040271;12/08/2021;188702.03;188702.03
SDG;MA0000040180;12/08/2021;186.91;186.91
SIXTELEKURS;MA0000040180;15/06/2021;186.47;
SDG;MA0000040339;16/08/2021;218.87;218.87
SDG;MA0000040271;16/08/2021;188732.51;188732.51
SDG;MA0000036659;16/08/2021;1438.19;1438.19
SDG;MA0000040388;16/08/2021;170.87;170.87
SIXTELEKURS;MA0000040180;19/08/2021;186.96;
SIXTELEKURS;MA0000036659;30/08/2021;1438.88;
SIXTELEKURS;MA0000040339;30/08/2021;218.95;
SIXTELEKURS;MA0000036048;30/08/2021;207.46;
SIXTELEKURS;MA0000030553;30/08/2021;5138.81;
SIXTELEKURS;MA0000036659;31/05/2021;1434.51;
SIXTELEKURS;MA0000040339;31/05/2021;218.42;
SIXTELEKURS;MA0000036048;31/05/2021;206.74;
SIXTELEKURS;MA0000030553;31/05/2021;5124.36;
SIXTELEKURS;MA0000036659;07/06/2021;1434.84;
SIXTELEKURS;MA0000040339;07/06/2021;218.46;
SIXTELEKURS;MA0000036048;07/06/2021;206.8;
SIXTELEKURS;MA0000030553;07/06/2021;5125.38;
SIXTELEKURS;MA0000040271;07/06/2021;188139.92;
SIXTELEKURS;MA0000036659;11/08/2021;1437.94;
SIXTELEKURS;MA0000040339;11/08/2021;218.84;
SIXTELEKURS;MA0000036048;11/08/2021;207.28;
SIXTELEKURS;MA0000030553;11/08/2021;5135.46;
SIXTELEKURS;MA0000040180;29/07/2021;186.76;
SDG;MA0000040271;19/08/2021;188751.09;188751.09
SDG;MA0000036048;19/08/2021;207.37;207.37
SDG;MA0000040180;19/08/2021;186.96;186.96
SDG;MA0000040388;19/08/2021;170.86;170.86
SDG;MA0000040339;19/08/2021;218.89;218.89
SDG;MA0000030553;19/08/2021;5137.08;5137.08
SIXTELEKURS;MA0000040180;30/08/2021;187.06;
SIXTELEKURS;MA0000040271;31/05/2021;188081.2;
SDG;MA0000036659;19/08/2021;1438.35;1438.35
SDG;MA0000036659;23/08/2021;1438.54;1438.54
SDG;MA0000040271;23/08/2021;188785.16;188785.16
SDG;MA0000040339;23/08/2021;218.91;218.91
SDG;MA0000036048;23/08/2021;207.4;207.4
SDG;MA0000040271;28/07/2021;188557.69;188557.69
SDG;MA0000036659;28/07/2021;1437.27;1437.27
SDG;MA0000040388;28/07/2021;170.63;170.63
SDG;MA0000040339;28/07/2021;218.75;218.75
SDG;MA0000030553;28/07/2021;5133.27;5133.27
SDG;MA0000036048;28/07/2021;207.19;207.19
SDG;MA0000040180;28/07/2021;186.79;186.79
SIXTELEKURS;MA0000040180;31/08/2021;187.07;
SDG;MA0000040180;02/09/2021;187.09;187.09
SDG;MA0000040271;02/09/2021;188877.56;188877.56
SDG;MA0000040388;02/09/2021;171.07;171.07
SDG;MA0000030553;02/09/2021;5139.35;5139.35
SDG;MA0000036048;02/09/2021;207.49;207.49
SDG;MA0000036659;02/09/2021;1439.03;1439.03
SDG;MA0000040339;02/09/2021;218.97;218.97
SDG;MA0000040271;27/05/2021;188045.87;188045.87
SDG;MA0000030553;27/05/2021;5123.67;5123.67
SDG;MA0000040388;27/05/2021;170.39;170.39
SDG;MA0000036048;27/05/2021;206.72;206.72
SDG;MA0000036659;27/05/2021;1434.33;1434.33
SDG;MA0000040180;27/05/2021;186.32;186.32
SDG;MA0000040339;27/05/2021;218.4;218.4
SDG;MA0000040180;23/08/2021;186.99;186.99
SDG;MA0000040263;23/08/2021;2102.81;2102.81
SDG;MA0000040156;23/08/2021;943.04;943.04
SDG;MA0000036063;23/08/2021;661.16;661.16
SDG;MA0000040388;23/08/2021;170.92;170.92
SDG;MA0000030553;23/08/2021;5137.7;5137.7
SDG;MA0000030520;23/08/2021;573.64;573.64
SDG;MA0000041477;23/08/2021;993.49;993.49
SDG;MA0000041139;23/08/2021;1040.78;1040.78
SDG;MA0000030645;23/08/2021;89.22;89.22
SIXTELEKURS;MA0000036063;07/05/2021;621.17;
SIXTELEKURS;MA0000040156;07/05/2021;897.18;
SIXTELEKURS;MA0000030520;07/05/2021;557.2;
SIXTELEKURS;MA0000041477;07/05/2021;968.29;
SIXTELEKURS;MA0000036659;07/05/2021;1433.42;
SIXTELEKURS;MA0000040339;07/05/2021;218.29;
SIXTELEKURS;MA0000036048;07/05/2021;206.56;
SIXTELEKURS;MA0000030645;07/05/2021;8394.8;
SIXTELEKURS;MA0000040263;07/05/2021;2096.49;
SIXTELEKURS;MA0000030553;07/05/2021;5120.11;
SIXTELEKURS;MA0000036659;31/08/2021;1438.93;
SIXTELEKURS;MA0000040339;31/08/2021;218.96;
SIXTELEKURS;MA0000036048;31/08/2021;207.47;
SIXTELEKURS;MA0000030553;31/08/2021;5139.02;
SIXTELEKURS;MA0000036659;26/07/2021;1437.17;
SIXTELEKURS;MA0000040339;26/07/2021;218.74;
SIXTELEKURS;MA0000036048;26/07/2021;207.18;
SIXTELEKURS;MA0000030553;26/07/2021;5133.05;
SIXTELEKURS;MA0000040271;26/07/2021;188545.27;
SDG;MA0000040388;10/06/2021;170.45;170.45
SDG;MA0000030553;10/06/2021;5125.74;5125.74
SDG;MA0000036048;10/06/2021;206.83;206.83
SDG;MA0000040271;10/06/2021;188162.36;188162.36
SDG;MA0000040180;10/06/2021;186.43;186.43
SDG;MA0000036659;10/06/2021;1434.96;1434.96
SDG;MA0000040339;10/06/2021;218.48;218.48
SIXTELEKURS;MA0000040271;07/05/2021;187864.83;
SDG;MA0000040388;03/06/2021;170.42;170.42
SDG;MA0000030553;03/06/2021;5124.75;5124.75
SDG;MA0000036659;03/06/2021;1434.65;1434.65
SDG;MA0000036048;03/06/2021;206.77;206.77
SDG;MA0000040271;03/06/2021;188105.81;188105.81
SDG;MA0000040339;03/06/2021;218.44;218.44
