PROVIDER$CODE_;PROVIDERPRICEDVALUECODE_;PRICEDATE;NAV_;CLOSE_
SDG;MA0000040180;03/06/2021;186.37;186.37
SIXTELEKURS;MA0000036659;19/08/2021;1438.35;
SIXTELEKURS;MA0000040339;19/08/2021;218.89;
SIXTELEKURS;MA0000036048;19/08/2021;207.37;
SIXTELEKURS;MA0000030553;19/08/2021;5137.08;
SIXTELEKURS;MA0000040271;19/08/2021;188751.09;
SDG;MA0000040271;22/06/2021;188263.63;188263.63
SDG;MA0000036659;22/06/2021;1435.5;1435.5
SDG;MA0000040339;22/06/2021;218.54;218.54
SDG;MA0000040180;22/06/2021;186.52;186.52
SDG;MA0000040388;22/06/2021;170.58;170.58
SDG;MA0000030553;22/06/2021;5127.57;5127.57
SDG;MA0000036048;22/06/2021;206.93;206.93
SIXTELEKURS;MA0000036659;05/07/2021;1436.13;
SIXTELEKURS;MA0000040339;05/07/2021;218.62;
SIXTELEKURS;MA0000036048;05/07/2021;207.03;
SIXTELEKURS;MA0000030553;05/07/2021;5129.59;
SIXTELEKURS;MA0000036659;20/05/2021;1434.03;
SIXTELEKURS;MA0000040339;20/05/2021;218.36;
SIXTELEKURS;MA0000036048;20/05/2021;206.65;
SIXTELEKURS;MA0000030553;20/05/2021;5122.46;
SIXTELEKURS;MA0000040271;20/05/2021;187983.7;
SIXTELEKURS;MA0000040180;31/05/2021;186.35;
SIXTELEKURS;MA0000040180;07/06/2021;186.39;
SIXTELEKURS;MA0000040271;11/08/2021;188669.62;
SDG;MA0000036048;17/05/2021;206.61;206.61
SDG;MA0000030645;17/05/2021;8502.85;8502.85
SDG;MA0000040339;17/05/2021;218.34;218.34
SDG;MA0000040156;17/05/2021;907.09;907.09
SDG;MA0000040388;17/05/2021;170.23;170.23
SDG;MA0000040180;17/05/2021;186.22;186.22
SDG;MA0000030520;17/05/2021;560.48;560.48
SDG;MA0000041477;17/05/2021;980.53;980.53
SDG;MA0000030553;17/05/2021;5121.78;5121.78
SDG;MA0000036659;17/05/2021;1433.87;1433.87
SDG;MA0000041139;17/05/2021;1052.56;1052.56
SDG;MA0000036063;17/05/2021;629.66;629.66
SIXTELEKURS;MA0000040271;05/07/2021;188371.18;
SDG;MA0000040388;27/07/2021;170.63;170.63
SDG;MA0000036048;27/07/2021;207.19;207.19
SDG;MA0000030553;27/07/2021;5133.18;5133.18
SDG;MA0000040271;27/07/2021;188551.48;188551.48
SDG;MA0000040180;27/07/2021;186.78;186.78
SDG;MA0000040339;27/07/2021;218.75;218.75
SDG;MA0000036659;27/07/2021;1437.22;1437.22
SIXTELEKURS;MA0000036063;04/06/2021;640.49;
SIXTELEKURS;MA0000040156;04/06/2021;920;
SIXTELEKURS;MA0000030520;04/06/2021;565.35;
SIXTELEKURS;MA0000041477;04/06/2021;993.15;
SIXTELEKURS;MA0000036659;04/06/2021;1434.69;
SIXTELEKURS;MA0000040339;04/06/2021;218.44;
SIXTELEKURS;MA0000036048;04/06/2021;206.78;
SIXTELEKURS;MA0000030645;04/06/2021;86.5;
SIXTELEKURS;MA0000040263;04/06/2021;2099.07;
SIXTELEKURS;MA0000030553;04/06/2021;5124.87;
SDG;MA0000040271;10/05/2021;187889.52;187889.52
SDG;MA0000040180;10/05/2021;186.17;186.17
SDG;MA0000036048;10/05/2021;206.56;206.56
SDG;MA0000040339;10/05/2021;218.3;218.3
SDG;MA0000040388;10/05/2021;170.21;170.21
SDG;MA0000030553;10/05/2021;5120.62;5120.62
SDG;MA0000036659;10/05/2021;1433.56;1433.56
SDG;MA0000036048;08/07/2021;207.05;207.05
SDG;MA0000036659;08/07/2021;1436.29;1436.29
SDG;MA0000040180;08/07/2021;186.64;186.64
SDG;MA0000040388;08/07/2021;170.69;170.69
SDG;MA0000040339;08/07/2021;218.64;218.64
SDG;MA0000040271;08/07/2021;188398.37;188398.37
SDG;MA0000030553;08/07/2021;5130.21;5130.21
SIXTELEKURS;MA0000040180;12/08/2021;186.91;
SIXTELEKURS;MA0000036659;17/06/2021;1435.28;
SIXTELEKURS;MA0000040339;17/06/2021;218.52;
SIXTELEKURS;MA0000036048;17/06/2021;206.89;
SIXTELEKURS;MA0000030553;17/06/2021;5126.8;
SIXTELEKURS;MA0000040271;17/06/2021;188221.56;
SIXTELEKURS;MA0000040271;04/06/2021;188113.46;
SIXTELEKURS;MA0000036659;07/07/2021;1436.23;
SIXTELEKURS;MA0000040339;07/07/2021;218.63;
SIXTELEKURS;MA0000036048;07/07/2021;207.04;
SIXTELEKURS;MA0000030553;07/07/2021;5129.92;
SIXTELEKURS;MA0000040271;07/07/2021;188387.76;
SIXTELEKURS;MA0000030645;19/05/2021;85.03;
SIXTELEKURS;MA0000040180;28/07/2021;186.79;
SDG;MA0000040263;17/05/2021;2096.76;2096.76
SDG;MA0000040271;17/05/2021;187950.26;187950.26
SIXTELEKURS;MA0000036659;12/08/2021;1437.99;
SIXTELEKURS;MA0000040339;12/08/2021;218.84;
SIXTELEKURS;MA0000036048;12/08/2021;207.32;
SIXTELEKURS;MA0000030553;12/08/2021;5136;
SIXTELEKURS;MA0000040271;12/08/2021;188702.03;
SIXTELEKURS;MA0000036659;12/07/2021;1436.49;
SIXTELEKURS;MA0000040339;12/07/2021;218.66;
SIXTELEKURS;MA0000036048;12/07/2021;207.1;
SIXTELEKURS;MA0000030553;12/07/2021;5130.82;
SIXTELEKURS;MA0000040271;12/07/2021;188428.71;
SIXTELEKURS;MA0000040180;26/07/2021;186.77;
SDG;MA0000036659;20/05/2021;1434.03;1434.03
SDG;MA0000036048;20/05/2021;206.65;206.65
SDG;MA0000040339;20/05/2021;218.36;218.36
SDG;MA0000040388;20/05/2021;170.27;170.27
SDG;MA0000040180;20/05/2021;186.25;186.25
SDG;MA0000030553;20/05/2021;5122.46;5122.46
SDG;MA0000040271;20/05/2021;187983.7;187983.7
SDG;MA0000040339;31/05/2021;218.42;218.42
SDG;MA0000036659;31/05/2021;1434.51;1434.51
SIXTELEKURS;MA0000040180;05/07/2021;186.62;
SIXTELEKURS;MA0000040180;20/05/2021;186.25;
SIXTELEKURS;MA0000040339;30/06/2021;218.59;
SIXTELEKURS;MA0000036659;30/06/2021;1435.89;
SIXTELEKURS;MA0000036048;30/06/2021;206.99;
SIXTELEKURS;MA0000040271;30/06/2021;188331.25;
SDG;MA0000036048;31/05/2021;206.74;206.74
SDG;MA0000030553;31/05/2021;5124.36;5124.36
SDG;MA0000040388;31/05/2021;170.4;170.4
SDG;MA0000040180;31/05/2021;186.35;186.35
SDG;MA0000040271;31/05/2021;188081.2;188081.2
SDG;MA0000040388;01/06/2021;170.45;170.45
SDG;MA0000030553;01/06/2021;5124.52;5124.52
SDG;MA0000040271;01/06/2021;188090.06;188090.06
SDG;MA0000036659;01/06/2021;1434.56;1434.56
SDG;MA0000040180;01/06/2021;186.36;186.36
SDG;MA0000036048;01/06/2021;206.76;206.76
SDG;MA0000040339;01/06/2021;218.43;218.43
SIXTELEKURS;MA0000040180;07/07/2021;186.62;
SIXTELEKURS;MA0000036659;29/07/2021;1437.32;
SIXTELEKURS;MA0000040339;29/07/2021;218.76;
SIXTELEKURS;MA0000036048;29/07/2021;207.17;
SIXTELEKURS;MA0000030553;29/07/2021;5133.47;
SIXTELEKURS;MA0000040271;29/07/2021;188568.35;
SIXTELEKURS;MA0000040180;11/08/2021;186.87;
SIXTELEKURS;MA0000040180;17/06/2021;186.48;
SIXTELEKURS;MA0000030553;30/06/2021;5128.86;
SDG;MA0000030553;27/08/2021;5138.33;5138.33
SDG;MA0000041477;27/08/2021;1000.78;1000.78
SDG;MA0000040388;27/08/2021;170.95;170.95
SDG;MA0000030645;27/08/2021;90.03;90.03
SDG;MA0000040339;27/08/2021;218.93;218.93
SDG;MA0000041139;27/08/2021;1036.75;1036.75
SDG;MA0000030520;27/08/2021;575.51;575.51
SDG;MA0000036048;27/08/2021;207.43;207.43
SDG;MA0000036659;17/06/2021;1435.28;1435.28
SDG;MA0000036048;17/06/2021;206.89;206.89
SDG;MA0000040180;17/06/2021;186.48;186.48
SDG;MA0000040271;17/06/2021;188221.56;188221.56
SDG;MA0000040388;17/06/2021;170.5;170.5
SDG;MA0000040339;17/06/2021;218.52;218.52
SDG;MA0000030553;17/06/2021;5126.8;5126.8
SIXTELEKURS;MA0000040180;20/09/2021;187.23;
SDG;MA0000040180;18/10/2021;187.48;187.48
SDG;MA0000030553;18/10/2021;5146.6;5146.6
SDG;MA0000036659;18/10/2021;1441.23;1441.23
SDG;MA0000040339;18/10/2021;219.23;219.23
SIXTELEKURS;MA0000036063;15/10/2021;698.32;
SIXTELEKURS;MA0000040156;15/10/2021;993.11;
SIXTELEKURS;MA0000030520;15/10/2021;586.27;
SIXTELEKURS;MA0000041477;15/10/2021;1050.47;
SIXTELEKURS;MA0000036659;15/10/2021;1441.09;
SIXTELEKURS;MA0000040339;15/10/2021;219.21;
SIXTELEKURS;MA0000036048;15/10/2021;207.85;
SIXTELEKURS;MA0000030645;15/10/2021;94.65;
SIXTELEKURS;MA0000040263;15/10/2021;2109.18;
SIXTELEKURS;MA0000040388;15/10/2021;171.55;
SIXTELEKURS;MA0000040180;29/09/2021;187.3;
SIXTELEKURS;MA0000030553;15/10/2021;5146.05;
SIXTELEKURS;MA0000036063;11/10/2021;688.97;
SIXTELEKURS;MA0000036659;11/10/2021;1440.9;
SIXTELEKURS;MA0000040339;11/10/2021;219.19;
SIXTELEKURS;MA0000036048;11/10/2021;207.8;
SIXTELEKURS;MA0000030553;11/10/2021;5145.32;
SIXTELEKURS;MA0000040271;11/10/2021;189200.41;
SIXTELEKURS;MA0000040271;15/10/2021;189237.58;
SIXTELEKURS;MA0000036659;14/09/2021;1439.62;
SIXTELEKURS;MA0000040339;14/09/2021;219.03;
SIXTELEKURS;MA0000036048;14/09/2021;207.58;
SIXTELEKURS;MA0000030553;14/09/2021;5141.12;
SIXTELEKURS;MA0000040271;14/09/2021;188975.18;
SDG;MA0000040388;14/09/2021;171.22;171.22
SDG;MA0000036048;14/09/2021;207.58;207.58
SDG;MA0000040271;14/09/2021;188975.18;188975.18
SDG;MA0000040180;14/09/2021;187.18;187.18
SDG;MA0000030553;14/09/2021;5141.12;5141.12
SDG;MA0000040339;14/09/2021;219.03;219.03
SDG;MA0000036659;14/09/2021;1439.62;1439.62
SDG;MA0000040339;15/09/2021;219.04;219.04
SDG;MA0000040388;15/09/2021;171.2;171.2
SDG;MA0000040271;15/09/2021;188995.07;188995.07
SDG;MA0000030553;15/09/2021;5141.46;5141.46
SDG;MA0000036659;15/09/2021;1439.66;1439.66
SDG;MA0000040180;15/09/2021;187.2;187.2
SDG;MA0000036048;15/09/2021;207.6;207.6
SDG;MA0000030553;22/09/2021;5142.39;5142.39
SDG;MA0000036659;22/09/2021;1439.98;1439.98
SDG;MA0000040388;22/09/2021;171.19;171.19
SDG;MA0000040339;22/09/2021;219.08;219.08
SDG;MA0000040180;22/09/2021;187.25;187.25
SDG;MA0000040271;22/09/2021;189043.12;189043.12
SDG;MA0000036048;22/09/2021;207.65;207.65
SDG;MA0000036048;10/09/2021;207.56;207.56
SDG;MA0000040339;10/09/2021;219.01;219.01
SDG;MA0000040156;10/09/2021;962.53;962.53
SDG;MA0000030553;10/09/2021;5140.56;5140.56
SDG;MA0000030645;10/09/2021;91.05;91.05
SDG;MA0000036063;10/09/2021;674.64;674.64
SDG;MA0000040388;10/09/2021;171.2;171.2
SDG;MA0000040263;10/09/2021;2105.49;2105.49
SDG;MA0000040180;10/09/2021;187.16;187.16
SDG;MA0000041477;10/09/2021;1016.41;1016.41
SDG;MA0000040388;13/10/2021;171.49;171.49
SDG;MA0000040180;13/10/2021;187.43;187.43
SDG;MA0000030553;13/10/2021;5145.71;5145.71
SDG;MA0000036659;13/10/2021;1441;1441
SDG;MA0000036063;13/10/2021;690.27;690.27
SDG;MA0000040271;13/10/2021;189220.34;189220.34
SDG;MA0000036048;13/10/2021;207.83;207.83
SDG;MA0000040339;13/10/2021;219.2;219.2
SDG;MA0000030520;10/09/2021;578.41;578.41
SDG;MA0000040271;10/09/2021;188944.62;188944.62
SDG;MA0000036659;10/09/2021;1439.42;1439.42
SDG;MA0000041139;10/09/2021;1030.51;1030.51
SIXTELEKURS;MA0000036659;04/10/2021;1440.57;
SIXTELEKURS;MA0000040339;04/10/2021;219.15;
SIXTELEKURS;MA0000036048;04/10/2021;207.75;
SIXTELEKURS;MA0000030553;04/10/2021;5144.18;
SIXTELEKURS;MA0000040271;04/10/2021;189142.65;
SIXTELEKURS;MA0000036659;20/09/2021;1439.88;
SIXTELEKURS;MA0000040339;20/09/2021;219.06;
SIXTELEKURS;MA0000036048;20/09/2021;207.63;
SIXTELEKURS;MA0000030553;20/09/2021;5141.96;
SIXTELEKURS;MA0000040271;20/09/2021;189021.52;
SDG;MA0000036048;06/10/2021;207.77;207.77
SDG;MA0000040180;06/10/2021;187.37;187.37
SDG;MA0000040271;06/10/2021;189165.96;189165.96
SDG;MA0000036659;06/10/2021;1440.67;1440.67
SDG;MA0000040339;06/10/2021;219.16;219.16
SDG;MA0000030553;06/10/2021;5144.6;5144.6
SDG;MA0000040388;06/10/2021;171.38;171.38
SIXTELEKURS;MA0000041139;15/10/2021;1029.62;
SIXTELEKURS;MA0000040180;14/09/2021;187.18;
SIXTELEKURS;MA0000040180;04/10/2021;187.35;
SIXTELEKURS;MA0000040180;11/10/2021;187.4;
SIXTELEKURS;MA0000040388;11/10/2021;171.41;
SIXTELEKURS;MA0000040180;15/10/2021;187.45;
SIXTELEKURS;MA0000036659;29/09/2021;1440.32;
SIXTELEKURS;MA0000040339;29/09/2021;219.12;
SIXTELEKURS;MA0000036048;29/09/2021;207.7;
SIXTELEKURS;MA0000030553;29/09/2021;5143.33;
SIXTELEKURS;MA0000040271;29/09/2021;189096.38;
SDG;MA0000040388;17/09/2021;171.24;171.24
SDG;MA0000030553;17/09/2021;5141.65;5141.65
SDG;MA0000036048;17/09/2021;207.61;207.61
SDG;MA0000040263;17/09/2021;2105.81;2105.81
SDG;MA0000041139;17/09/2021;1010.77;1010.77
SDG;MA0000040156;17/09/2021;973.6;973.6
SDG;MA0000030520;17/09/2021;580.66;580.66
SDG;MA0000036063;17/09/2021;683.24;683.24
SDG;MA0000040271;17/09/2021;189000.87;189000.87
SDG;MA0000036659;17/09/2021;1439.75;1439.75
SDG;MA0000041477;17/09/2021;1029.37;1029.37
SDG;MA0000040339;17/09/2021;219.05;219.05
SDG;MA0000040180;17/09/2021;187.21;187.21
SDG;MA0000030645;17/09/2021;92.33;92.33
SDG;MA0000040180;29/09/2021;187.3;187.3
SDG;MA0000040339;29/09/2021;219.12;219.12
SDG;MA0000036659;29/09/2021;1440.32;1440.32
SDG;MA0000040271;29/09/2021;189096.38;189096.38
SDG;MA0000036048;29/09/2021;207.7;207.7
SDG;MA0000030553;29/09/2021;5143.33;5143.33
SDG;MA0000040388;29/09/2021;171.3;171.3
SDG;MA0000036048;23/09/2021;207.65;207.65
SDG;MA0000040180;23/09/2021;187.26;187.26
SDG;MA0000040388;23/09/2021;171.21;171.21
SDG;MA0000040339;23/09/2021;219.08;219.08
SDG;MA0000036659;23/09/2021;1440.03;1440.03
SDG;MA0000030553;23/09/2021;5142.34;5142.34
SDG;MA0000040271;23/09/2021;189046.32;189046.32
SIXTELEKURS;MA0000040180;18/10/2021;187.48;
SIXTELEKURS;MA0000040388;18/10/2021;171.59;
SIXTELEKURS;MA0000036063;24/09/2021;687.86;
SIXTELEKURS;MA0000030520;24/09/2021;581.97;
SIXTELEKURS;MA0000041477;24/09/2021;1034.93;
SIXTELEKURS;MA0000040339;24/09/2021;219.09;
SIXTELEKURS;MA0000036048;24/09/2021;207.66;
SIXTELEKURS;MA0000036659;09/09/2021;1439.37;
SIXTELEKURS;MA0000040339;09/09/2021;219.01;
SIXTELEKURS;MA0000036048;09/09/2021;207.55;
SIXTELEKURS;MA0000030553;09/09/2021;5140.42;
SIXTELEKURS;MA0000040271;09/09/2021;188937.13;
SDG;MA0000040271;24/09/2021;189052.4;189052.4
SDG;MA0000036063;24/09/2021;687.86;687.86
SDG;MA0000030645;24/09/2021;93.05;93.05
SDG;MA0000040180;24/09/2021;187.26;187.26
SDG;MA0000040156;24/09/2021;982.28;982.28
SDG;MA0000041139;24/09/2021;1008.36;1008.36
SDG;MA0000040263;24/09/2021;2105.95;2105.95
SDG;MA0000036659;24/09/2021;1440.08;1440.08
SDG;MA0000036048;24/09/2021;207.66;207.66
SDG;MA0000040339;24/09/2021;219.09;219.09
SDG;MA0000040388;24/09/2021;171.26;171.26
SDG;MA0000041477;24/09/2021;1034.93;1034.93
SDG;MA0000030520;24/09/2021;581.97;581.97
SDG;MA0000030553;24/09/2021;5142.46;5142.46
SIXTELEKURS;MA0000036659;15/09/2021;1439.66;
SIXTELEKURS;MA0000040339;15/09/2021;219.04;
SIXTELEKURS;MA0000036048;15/09/2021;207.6;
SIXTELEKURS;MA0000030553;15/09/2021;5141.46;
SIXTELEKURS;MA0000040271;15/09/2021;188995.07;
SIXTELEKURS;MA0000040180;15/09/2021;187.2;
SDG;MA0000030553;20/09/2021;5141.96;5141.96
SDG;MA0000040180;20/09/2021;187.23;187.23
SDG;MA0000040388;20/09/2021;171.27;171.27
SDG;MA0000036048;20/09/2021;207.63;207.63
SDG;MA0000040339;20/09/2021;219.06;219.06
SDG;MA0000036659;20/09/2021;1439.88;1439.88
SDG;MA0000040271;20/09/2021;189021.52;189021.52
SDG;MA0000040271;21/09/2021;189026.11;189026.11
SDG;MA0000040180;21/09/2021;187.24;187.24
SDG;MA0000036659;21/09/2021;1439.93;1439.93
SDG;MA0000030553;21/09/2021;5141.98;5141.98
SDG;MA0000040339;21/09/2021;219.07;219.07
SDG;MA0000036048;21/09/2021;207.63;207.63
SDG;MA0000040388;21/09/2021;171.21;171.21
SIXTELEKURS;MA0000040180;09/09/2021;187.15;
SDG;MA0000040388;30/09/2021;171.29;171.29
SDG;MA0000030553;30/09/2021;5143.45;5143.45
SDG;MA0000040339;30/09/2021;219.12;219.12
SDG;MA0000040271;30/09/2021;189102.96;189102.96
SDG;MA0000036048;13/09/2021;207.58;207.58
SDG;MA0000040388;13/09/2021;171.26;171.26
SDG;MA0000040339;13/09/2021;219.03;219.03
SDG;MA0000030553;13/09/2021;5141.02;5141.02
SDG;MA0000040271;13/09/2021;188969.5;188969.5
SDG;MA0000036659;13/09/2021;1439.57;1439.57
SDG;MA0000040180;13/09/2021;187.19;187.19
SIXTELEKURS;MA0000040156;17/09/2021;973.6;
SIXTELEKURS;MA0000040180;17/09/2021;187.21;
SIXTELEKURS;MA0000040263;17/09/2021;2105.81;
SDG;MA0000036048;30/09/2021;207.71;207.71
SDG;MA0000036659;30/09/2021;1440.37;1440.37
SDG;MA0000036063;30/09/2021;689.99;689.99
SDG;MA0000040180;30/09/2021;187.31;187.31
SIXTELEKURS;MA0000040271;17/09/2021;189000.87;
SIXTELEKURS;MA0000040339;17/09/2021;219.05;
SIXTELEKURS;MA0000040388;17/09/2021;171.24;
SDG;MA0000036659;12/10/2021;1440.95;1440.95
SDG;MA0000040388;12/10/2021;171.48;171.48
SDG;MA0000040339;12/10/2021;219.19;219.19
SDG;MA0000030553;12/10/2021;5145.53;5145.53
SDG;MA0000036048;12/10/2021;207.82;207.82
SDG;MA0000040271;12/10/2021;189211.54;189211.54
SDG;MA0000036063;12/10/2021;688.79;688.79
SDG;MA0000040180;12/10/2021;187.42;187.42
SIXTELEKURS;MA0000036063;14/10/2021;696.33;
SIXTELEKURS;MA0000036659;14/10/2021;1441.04;
SIXTELEKURS;MA0000040339;14/10/2021;219.2;
SIXTELEKURS;MA0000036048;14/10/2021;207.84;
SIXTELEKURS;MA0000030553;14/10/2021;5145.9;
SIXTELEKURS;MA0000040271;14/10/2021;189231.78;
SDG;MA0000041477;08/10/2021;1038.77;1038.77
SDG;MA0000030520;08/10/2021;583.33;583.33
SDG;MA0000040156;08/10/2021;984.88;984.88
SDG;MA0000036659;08/10/2021;1440.77;1440.77
SDG;MA0000040388;08/10/2021;171.42;171.42
SDG;MA0000040180;08/10/2021;187.37;187.37
SDG;MA0000030645;08/10/2021;93.64;93.64
SDG;MA0000040271;08/10/2021;189174.09;189174.09
SDG;MA0000030553;08/10/2021;5144.82;5144.82
SDG;MA0000041139;08/10/2021;1032.67;1032.67
SDG;MA0000036048;08/10/2021;207.77;207.77
SDG;MA0000040263;08/10/2021;2107.6;2107.6
SDG;MA0000036063;08/10/2021;691.16;691.16
SDG;MA0000040339;08/10/2021;219.17;219.17
SDG;MA0000040271;09/09/2021;188937.13;188937.13
SDG;MA0000036659;09/09/2021;1439.37;1439.37
SDG;MA0000040388;09/09/2021;171.18;171.18
SDG;MA0000036048;09/09/2021;207.55;207.55
SDG;MA0000040339;09/09/2021;219.01;219.01
SDG;MA0000030553;09/09/2021;5140.42;5140.42
SDG;MA0000040180;09/09/2021;187.15;187.15
SIXTELEKURS;MA0000030520;17/09/2021;580.66;
SIXTELEKURS;MA0000030553;17/09/2021;5141.65;
SIXTELEKURS;MA0000041139;17/09/2021;1010.77;
SDG;MA0000040180;06/09/2021;187.13;187.13
SDG;MA0000030553;06/09/2021;5139.98;5139.98
SDG;MA0000040339;06/09/2021;218.99;218.99
SDG;MA0000040388;06/09/2021;171.17;171.17
SDG;MA0000036048;06/09/2021;207.53;207.53
SDG;MA0000040271;06/09/2021;188912.04;188912.04
SDG;MA0000036659;06/09/2021;1439.22;1439.22
SIXTELEKURS;MA0000030645;17/09/2021;92.34;
SIXTELEKURS;MA0000041477;17/09/2021;1029.37;
SDG;MA0000040271;08/09/2021;188936.4;188936.4
SDG;MA0000040339;08/09/2021;219;219
SDG;MA0000030553;08/09/2021;5140.43;5140.43
SDG;MA0000036048;08/09/2021;207.55;207.55
SDG;MA0000040388;08/09/2021;171.16;171.16
SDG;MA0000040180;08/09/2021;187.15;187.15
SDG;MA0000036659;08/09/2021;1439.32;1439.32
SDG;MA0000030553;21/10/2021;5147.16;5147.16
SDG;MA0000036063;21/10/2021;698.91;698.91
SDG;MA0000040339;21/10/2021;219.25;219.25
SDG;MA0000040388;21/10/2021;171.6;171.6
SDG;MA0000036048;21/10/2021;207.91;207.91
SDG;MA0000040180;21/10/2021;187.51;187.51
SDG;MA0000040271;21/10/2021;189297.06;189297.06
SDG;MA0000036659;21/10/2021;1441.37;1441.37
SIXTELEKURS;MA0000036659;23/09/2021;1440.03;
SIXTELEKURS;MA0000040339;23/09/2021;219.08;
SIXTELEKURS;MA0000036048;23/09/2021;207.65;
SIXTELEKURS;MA0000030553;23/09/2021;5142.34;
SIXTELEKURS;MA0000040180;14/10/2021;187.44;
SIXTELEKURS;MA0000036048;17/09/2021;207.61;
SIXTELEKURS;MA0000036063;17/09/2021;683.24;
SDG;MA0000036048;16/09/2021;207.6;207.6
SDG;MA0000040271;16/09/2021;188991.76;188991.76
SDG;MA0000030553;16/09/2021;5141.53;5141.53
SDG;MA0000036659;16/09/2021;1439.7;1439.7
SDG;MA0000040388;16/09/2021;171.28;171.28
SDG;MA0000040339;16/09/2021;219.04;219.04
SDG;MA0000040180;16/09/2021;187.21;187.21
SIXTELEKURS;MA0000040271;23/09/2021;189046.32;
SIXTELEKURS;MA0000040388;14/10/2021;171.52;
SIXTELEKURS;MA0000036659;17/09/2021;1439.75;
SIXTELEKURS;MA0000036063;18/10/2021;697.7;
SIXTELEKURS;MA0000036659;18/10/2021;1441.23;
SIXTELEKURS;MA0000040339;18/10/2021;219.23;
SIXTELEKURS;MA0000036048;18/10/2021;207.88;
SIXTELEKURS;MA0000030553;18/10/2021;5146.6;
SIXTELEKURS;MA0000040271;18/10/2021;189270.37;
SIXTELEKURS;MA0000040180;23/09/2021;187.26;
SIXTELEKURS;MA0000040180;05/10/2021;187.35;
SIXTELEKURS;MA0000041139;24/09/2021;1008.36;
SDG;MA0000040339;07/09/2021;218.99;218.99
SDG;MA0000040388;07/09/2021;171.12;171.12
SDG;MA0000036048;07/09/2021;207.53;207.53
SDG;MA0000040180;07/09/2021;187.13;187.13
SDG;MA0000030553;07/09/2021;5140.11;5140.11
SDG;MA0000036659;07/09/2021;1439.27;1439.27
SDG;MA0000040271;07/09/2021;188920.63;188920.63
SIXTELEKURS;MA0000036659;07/09/2021;1439.27;
SIXTELEKURS;MA0000040339;07/09/2021;218.99;
SIXTELEKURS;MA0000036048;07/09/2021;207.53;
SIXTELEKURS;MA0000030553;07/09/2021;5140.11;
SDG;MA0000030520;01/10/2021;581.62;581.62
SDG;MA0000030553;01/10/2021;5143.67;5143.67
SDG;MA0000041139;01/10/2021;1021.94;1021.94
SDG;MA0000030645;01/10/2021;92.9;92.9
SDG;MA0000036063;01/10/2021;686.73;686.73
SDG;MA0000040271;01/10/2021;189117.09;189117.09
SDG;MA0000036659;01/10/2021;1440.42;1440.42
SDG;MA0000036048;01/10/2021;207.72;207.72
SDG;MA0000040263;01/10/2021;2106.45;2106.45
SDG;MA0000040156;01/10/2021;977.29;977.29
SDG;MA0000041477;01/10/2021;1028.95;1028.95
SDG;MA0000040180;01/10/2021;187.32;187.32
SDG;MA0000040339;01/10/2021;219.13;219.13
SDG;MA0000040388;01/10/2021;171.32;171.32
SIXTELEKURS;MA0000036659;07/10/2021;1440.72;
SIXTELEKURS;MA0000040339;07/10/2021;219.16;
SIXTELEKURS;MA0000036048;07/10/2021;207.77;
SIXTELEKURS;MA0000030553;07/10/2021;5144.71;
SIXTELEKURS;MA0000040271;07/10/2021;189168.24;
SIXTELEKURS;MA0000036659;16/09/2021;1439.7;
SIXTELEKURS;MA0000040339;16/09/2021;219.04;
SIXTELEKURS;MA0000036048;16/09/2021;207.6;
SIXTELEKURS;MA0000030553;16/09/2021;5141.53;
SIXTELEKURS;MA0000040271;16/09/2021;188991.76;
SIXTELEKURS;MA0000040180;24/09/2021;187.26;
SDG;MA0000040388;04/10/2021;171.33;171.33
SDG;MA0000036659;04/10/2021;1440.57;1440.57
SDG;MA0000040271;04/10/2021;189142.65;189142.65
SDG;MA0000040180;04/10/2021;187.35;187.35
SDG;MA0000040339;04/10/2021;219.15;219.15
SDG;MA0000036048;04/10/2021;207.75;207.75
SDG;MA0000030553;04/10/2021;5144.18;5144.18
SIXTELEKURS;MA0000040271;07/09/2021;188920.63;
SDG;MA0000030553;14/10/2021;5145.9;5145.9
SDG;MA0000040271;14/10/2021;189231.78;189231.78
SDG;MA0000036048;14/10/2021;207.84;207.84
SDG;MA0000040180;14/10/2021;187.44;187.44
SDG;MA0000036659;14/10/2021;1441.04;1441.04
SDG;MA0000040388;14/10/2021;171.52;171.52
SDG;MA0000040339;14/10/2021;219.2;219.2
SDG;MA0000036063;14/10/2021;696.33;696.33
SDG;MA0000040271;18/10/2021;189270.37;189270.37
SDG;MA0000040388;18/10/2021;171.59;171.59
SDG;MA0000036048;18/10/2021;207.88;207.88
SDG;MA0000036063;18/10/2021;697.7;697.7
SIXTELEKURS;MA0000036659;30/09/2021;1440.37;
SIXTELEKURS;MA0000040339;30/09/2021;219.12;
SIXTELEKURS;MA0000036048;30/09/2021;207.71;
SIXTELEKURS;MA0000030553;30/09/2021;5143.45;
SIXTELEKURS;MA0000040271;30/09/2021;189102.96;
SDG;MA0000030520;15/10/2021;586.27;586.27
SDG;MA0000040271;15/10/2021;189237.58;189237.58
SDG;MA0000040156;15/10/2021;993.11;993.11
SDG;MA0000030553;15/10/2021;5146.05;5146.05
SDG;MA0000041139;15/10/2021;1029.62;1029.62
SDG;MA0000040180;15/10/2021;187.45;187.45
SDG;MA0000036063;15/10/2021;698.32;698.32
SDG;MA0000036659;15/10/2021;1441.09;1441.09
SDG;MA0000040339;15/10/2021;219.21;219.21
